theory,host,defect,cdir,nelect,F,E0,conv
pbesol,CdSe,P_Se+O_Se,Neutral,1943.0000,-.66805247E+03,-.66802924E+03,1
pbesol,CdSe,P_Se+O_i,Charged+1,1948,-.67450676E+03,-.67450676E+03,1
pbesol,CdSe,P_Se+O_i,Charged+2,1947,-.67535531E+03,-.67533298E+03,1
pbesol,CdSe,P_Se+O_i,Charged-1,1950,-.66951784E+03,-.66951764E+03,1
pbesol,CdSe,P_Se+O_i,Charged-2,1951,-.66835106E+03,-.66833976E+03,1
pbesol,CdSe,P_Se+O_i,Neutral,1949.0000,-.67334925E+03,-.67333292E+03,1
pbesol,CdSe,P_Se+P_i,Charged+1,1947,-.67250323E+03,-.67248912E+03,1
pbesol,CdSe,P_Se+P_i,Charged+2,1946,-.67378080E+03,-.67378080E+03,1
pbesol,CdSe,P_Se+P_i,Charged-1,1949,-.66973694E+03,-.66973694E+03,1
pbesol,CdSe,P_Se+P_i,Charged-2,1950,-.66808459E+03,-.66808459E+03,1
pbesol,CdSe,P_Se+P_i,Neutral,1948.0000,-.67106587E+03,-.67105148E+03,1
pbesol,CdSe,P_i,Charged+1,1948,-.67128407E+03,-.67128398E+03,1
pbesol,CdSe,P_i,Charged+2,1947,-.67233471E+03,-.67233471E+03,1
pbesol,CdSe,P_i,Charged-1,1950,-.66840888E+03,-.66838987E+03,1
pbesol,CdSe,P_i,Charged-2,1951,-.66598017E+03,-.66598017E+03,1
pbesol,CdSe,P_i,Neutral,1949.0000,-.67002194E+03,-.67000783E+03,1
pbesol,CdSe,P_i+P_i,Charged+1,1953,-.67511688E+03,-.67510277E+03,1
pbesol,CdSe,P_i+P_i,Charged+2,1952,-.67656730E+03,-.67656722E+03,1
pbesol,CdSe,P_i+P_i,Charged-1,1955,-.67353680E+03,-.67353680E+03,1
pbesol,CdSe,P_i+P_i,Charged-2,1956,-.67226511E+03,-.67226511E+03,1
pbesol,CdSe,P_i+P_i,Neutral,1954.0000,-.67569904E+03,-.67569904E+03,1
pbesol,CdSe,P_i+Se_i,Charged+1,1954,-.67497596E+03,-.67497573E+03,1
pbesol,CdSe,P_i+Se_i,Charged+2,1953,-.67612099E+03,-.67612099E+03,1
pbesol,CdSe,P_i+Se_i,Charged-1,1956,-.67120740E+03,-.67120739E+03,1
pbesol,CdSe,P_i+Se_i,Charged-2,1957,-.66889535E+03,-.66889535E+03,1
pbesol,CdSe,P_i+Se_i,Neutral,1955.0000,-.67373344E+03,-.67371934E+03,1
pbesol,CdSe,Sb_Se,Charged+1,1942,-.66588022E+03,-.66584217E+03,1
pbesol,CdSe,Sb_Se,Charged+2,1941,-.66678839E+03,-.66676913E+03,1
pbesol,CdSe,Sb_Se,Charged-1,1944,-.66382714E+03,-.66382228E+03,1
pbesol,CdSe,Sb_Se,Charged-2,1945,-.66258585E+03,-.66257173E+03,1
pbesol,CdSe,Sb_Se,Neutral,1943.0000,-.66494388E+03,-.66494189E+03,1
pbesol,CdSe,Sb_Se+Cl_Se,Charged+1,1943,-.66503454E+03,-.66502899E+03,1
pbesol,CdSe,Sb_Se+Cl_Se,Charged+2,1942,-.66594299E+03,-.66592980E+03,1
pbesol,CdSe,Sb_Se+Cl_Se,Charged-1,1945,-.66276170E+03,-.66274760E+03,1
pbesol,CdSe,Sb_Se+Cl_Se,Charged-2,1946,-.66147923E+03,-.66147923E+03,1
pbesol,CdSe,Sb_Se+Cl_Se,Neutral,1944.0000,-.66399470E+03,-.66399408E+03,1
pbesol,CdSe,Sb_Se+Cl_i,Charged+1,1949,-.66877686E+03,-.66877686E+03,1
pbesol,CdSe,Sb_Se+Cl_i,Charged+2,1948,-.67036023E+03,-.67036023E+03,1
pbesol,CdSe,Sb_Se+Cl_i,Charged-1,1951,-.66633677E+03,-.66632266E+03,1
pbesol,CdSe,Sb_Se+Cl_i,Charged-2,1952,-.66500898E+03,-.66500898E+03,1
pbesol,CdSe,Sb_Se+Cl_i,Neutral,1950.0000,-.66761310E+03,-.66761240E+03,1
pbesol,CdSe,Sb_Se+O_Se,Charged+1,1942,-.66768576E+03,-.66768031E+03,1
pbesol,CdSe,Sb_Se+O_Se,Charged+2,1941,-.66851188E+03,-.66848950E+03,1
pbesol,CdSe,Sb_Se+O_Se,Charged-1,1944,-.66563435E+03,-.66562024E+03,1
pbesol,CdSe,Sb_Se+O_Se,Charged-2,1945,-.66445075E+03,-.66443376E+03,1
pbesol,CdSe,Sb_Se+O_Se,Neutral,1943.0000,-.66676486E+03,-.66676471E+03,1
pbesol,CdSe,Sb_Se+O_i,Charged+1,1948,-.67268695E+03,-.67268694E+03,1
pbesol,CdSe,Sb_Se+O_i,Charged+2,1947,-.67382330E+03,-.67382330E+03,1
pbesol,CdSe,Sb_Se+O_i,Charged-1,1950,-.67014016E+03,-.67012369E+03,1
pbesol,CdSe,Sb_Se+O_i,Charged-2,1951,-.66874261E+03,-.66874261E+03,1
pbesol,CdSe,Sb_Se+O_i,Neutral,1949.0000,-.67143789E+03,-.67141908E+03,1
pbesol,CdSe,Sb_Se+Sb_i,Charged+1,1947,-.67032981E+03,-.67031571E+03,1
pbesol,CdSe,Sb_Se+Sb_i,Charged+2,1946,-.67165753E+03,-.67165753E+03,1
pbesol,CdSe,Sb_Se+Sb_i,Charged-1,1949,-.66704171E+03,-.66704171E+03,1
pbesol,CdSe,Sb_Se+Sb_i,Charged-2,1950,-.66530978E+03,-.66530978E+03,1
pbesol,CdSe,Sb_Se+Sb_i,Neutral,1948.0000,-.66894765E+03,-.66894765E+03,1
pbesol,CdSe,Sb_i,Charged+1,1948,-.67058021E+03,-.67058021E+03,1
pbesol,CdSe,Sb_i,Charged+2,1947,-.67191033E+03,-.67189622E+03,1
pbesol,CdSe,Sb_i,Charged-1,1950,-.66711715E+03,-.66711715E+03,1
pbesol,CdSe,Sb_i,Charged-2,1951,-.66443862E+03,-.66443862E+03,1
pbesol,CdSe,Sb_i,Neutral,1949.0000,-.66868627E+03,-.66868627E+03,1
pbesol,CdSe,Sb_i+Sb_i,Charged+1,1953,-.67347143E+03,-.67345732E+03,1
pbesol,CdSe,Sb_i+Sb_i,Charged+2,1952,-.67498321E+03,-.67498321E+03,1
pbesol,CdSe,Sb_i+Sb_i,Charged-1,1955,-.67071219E+03,-.67071219E+03,1
pbesol,CdSe,Sb_i+Sb_i,Charged-2,1956,-.66885829E+03,-.66885829E+03,1
pbesol,CdSe,Sb_i+Sb_i,Neutral,1954.0000,-.67255926E+03,-.67255926E+03,1
pbesol,CdSe,Sb_i+Se_i,Charged+1,1954,-.67356115E+03,-.67356115E+03,1
pbesol,CdSe,Sb_i+Se_i,Charged+2,1953,-.67568952E+03,-.67567542E+03,1
pbesol,CdSe,Sb_i+Se_i,Charged-1,1956,-.67082211E+03,-.67082211E+03,1
pbesol,CdSe,Sb_i+Se_i,Charged-2,1957,-.66892698E+03,-.66892698E+03,1
pbesol,CdSe,Sb_i+Se_i,Neutral,1955.0000,-.67221741E+03,-.67220331E+03,1
pbesol,CdSe,Se_Cd,Charged+1,1937,-.66776805E+03,-.66776805E+03,1
pbesol,CdSe,Se_Cd,Charged+2,1936,-.66880505E+03,-.66880505E+03,1
pbesol,CdSe,Se_Cd,Charged-1,1939,-.66548666E+03,-.66547256E+03,1
pbesol,CdSe,Se_Cd,Charged-2,1940,-.66415236E+03,-.66415236E+03,1
pbesol,CdSe,Se_Cd,Neutral,1938.0000,-.66676945E+03,-.66676945E+03,1
pbesol,CdSe,Se_Cd+Cd_i,Charged+1,1949,-.66871468E+03,-.66870057E+03,1
pbesol,CdSe,Se_Cd+Cd_i,Charged+2,1948,-.66996259E+03,-.66996259E+03,1
pbesol,CdSe,Se_Cd+Cd_i,Charged-1,1951,-.66565787E+03,-.66565787E+03,1
pbesol,CdSe,Se_Cd+Cd_i,Charged-2,1952,-.66642078E+03,-.66642078E+03,1
pbesol,CdSe,Se_Cd+Cd_i,Neutral,1950.0000,-.66764602E+03,-.66764602E+03,1
pbesol,CdSe,Se_i,Charged+1,1949,-.66874977E+03,-.66874977E+03,1
pbesol,CdSe,Se_i,Charged+2,1948,-.67075512E+03,-.67072119E+03,1
pbesol,CdSe,Se_i,Charged-1,1951,-.66625519E+03,-.66624018E+03,1
pbesol,CdSe,Se_i,Charged-2,1952,-.66494578E+03,-.66494578E+03,1
pbesol,CdSe,Se_i,Neutral,1950.0000,-.66751896E+03,-.66750847E+03,1
pbesol,CdSe,V_Cd,Charged+1,1931,-.66296621E+03,-.66292389E+03,1
pbesol,CdSe,V_Cd,Charged+2,1930,-.66371652E+03,-.66367796E+03,1
pbesol,CdSe,V_Cd,Charged-1,1933,-.66138170E+03,-.66135520E+03,1
pbesol,CdSe,V_Cd,Charged-2,1934,-.66052206E+03,-.66052206E+03,1
pbesol,CdSe,V_Cd,Neutral,1932.0000,-.66218971E+03,-.66215115E+03,1
pbesol,CdSe,V_Cd+Cd_Se,Charged+1,1937,-.65940797E+03,-.65938330E+03,1
pbesol,CdSe,V_Cd+Cd_Se,Charged+2,1936,-.66017878E+03,-.66014204E+03,1
pbesol,CdSe,V_Cd+Cd_Se,Charged-1,1939,-.65733504E+03,-.65732093E+03,1
pbesol,CdSe,V_Cd+Cd_Se,Charged-2,1940,-.65602642E+03,-.65602642E+03,1
pbesol,CdSe,V_Cd+Cd_Se,Neutral,1938.0000,-.65859101E+03,-.65859101E+03,1
pbesol,CdSe,V_Cd+Se_Cd,Charged+1,1925,-.66416723E+03,-.66414254E+03,1
pbesol,CdSe,V_Cd+Se_Cd,Charged+2,1924,-.66495744E+03,-.66492117E+03,1
pbesol,CdSe,V_Cd+Se_Cd,Charged-1,1927,-.66206987E+03,-.66205576E+03,1
pbesol,CdSe,V_Cd+Se_Cd,Charged-2,1928,-.66100466E+03,-.66100440E+03,1
pbesol,CdSe,V_Cd+Se_Cd,Neutral,1926.0000,-.66333300E+03,-.66333300E+03,1
pbesol,CdSe,V_Se,Charged+1,1937,-.66214347E+03,-.66212937E+03,1
pbesol,CdSe,V_Se,Charged+2,1936,-.66331256E+03,-.66331256E+03,1
pbesol,CdSe,V_Se,Charged-1,1939,-.65896323E+03,-.65894912E+03,1
pbesol,CdSe,V_Se,Charged-2,1940,-.65752427E+03,-.65752427E+03,1
pbesol,CdSe,V_Se,Neutral,1938.0000,-.66092048E+03,-.66092048E+03,1
pbesol,CdSe,V_Se+Cd_Se,Charged+1,1943,-.65690916E+03,-.65689505E+03,1
pbesol,CdSe,V_Se+Cd_Se,Charged+2,1942,-.65828260E+03,-.65828260E+03,1
pbesol,CdSe,V_Se+Cd_Se,Charged-1,1945,-.65375129E+03,-.65375118E+03,1
pbesol,CdSe,V_Se+Cd_Se,Charged-2,1946,-.65212562E+03,-.65212562E+03,1
pbesol,CdSe,V_Se+Cd_Se,Neutral,1944.0000,-.65557053E+03,-.65557053E+03,1
pbesol,CdSe,V_Se+Se_i,Charged+1,1943,-.66736941E+03,-.66734291E+03,1
pbesol,CdSe,V_Se+Se_i,Charged+2,1942,-.66815298E+03,-.66811441E+03,1
pbesol,CdSe,V_Se+Se_i,Charged-1,1945,-.66534725E+03,-.66533315E+03,1
pbesol,CdSe,V_Se+Se_i,Charged-2,1946,-.66409092E+03,-.66409092E+03,1
pbesol,CdSe,V_Se+Se_i,Neutral,1944.0000,-.66655091E+03,-.66655091E+03,1
pbesol,CdSe0.06Te0.94,As_Se,Charged+1,1942,-.59758543E+03,-.59754692E+03,1
pbesol,CdSe0.06Te0.94,As_Se,Charged+2,1941,-.59970367E+03,-.59966141E+03,1
pbesol,CdSe0.06Te0.94,As_Se,Charged-1,1944,-.53633666E+03,-.53633666E+03,1
pbesol,CdSe0.06Te0.94,As_Se,Charged-2,1945,-.59058812E+03,-.59057401E+03,1
pbesol,CdSe0.06Te0.94,As_Se,Neutral,1943.0000,-.59544250E+03,-.59541606E+03,1
pbesol,CdSe0.06Te0.94,As_Se+As_i,Charged+1,1947,-.60105347E+03,-.60102681E+03,1
pbesol,CdSe0.06Te0.94,As_Se+As_i,Charged+2,1946,-.60322449E+03,-.60318487E+03,1
pbesol,CdSe0.06Te0.94,As_Se+As_i,Charged-1,1949,-.59612854E+03,-.59611444E+03,1
pbesol,CdSe0.06Te0.94,As_Se+As_i,Charged-2,1950,-.59335766E+03,-.59335766E+03,1
pbesol,CdSe0.06Te0.94,As_Se+As_i,Neutral,1948.0000,-.59884574E+03,-.59884574E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_Se,Charged+1,1943,-.59633403E+03,-.59630765E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_Se,Charged+2,1942,-.59847293E+03,-.59843449E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_Se,Charged-1,1945,-.59149520E+03,-.59148110E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_Se,Charged-2,1946,-.58878059E+03,-.58878059E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_Se,Neutral,1944.0000,-.59415650E+03,-.59415650E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_i,Charged+1,1949,-.59911068E+03,-.59906887E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_i,Charged+2,1948,-.60123705E+03,-.60119887E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_i,Charged-1,1951,-.59479166E+03,-.59476572E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_i,Charged-2,1952,-.59258258E+03,-.59258258E+03,1
pbesol,CdSe0.06Te0.94,As_Se+Cl_i,Neutral,1950.0000,-.59696300E+03,-.59692502E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_Se,Charged+1,1942,-.59895407E+03,-.59891558E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_Se,Charged+2,1941,-.60104789E+03,-.60100563E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_Se,Charged-1,1944,-.59468182E+03,-.59468182E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_Se,Charged-2,1945,-.59213329E+03,-.59211918E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_Se,Neutral,1943.0000,-.59683656E+03,-.59681012E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_i,Charged+1,1948,-.60171475E+03,-.60167051E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_i,Charged+2,1947,-.60380819E+03,-.60377174E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_i,Charged-1,1950,-.59746556E+03,-.59742559E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_i,Charged-2,1951,-.59530609E+03,-.59527932E+03,1
pbesol,CdSe0.06Te0.94,As_Se+O_i,Neutral,1949.0000,-.59960062E+03,-.59955533E+03,1
pbesol,CdSe0.06Te0.94,As_Te,Charged+1,1942,-.59817068E+03,-.59813251E+03,1
pbesol,CdSe0.06Te0.94,As_Te,Charged+2,1941,-.60026506E+03,-.60022306E+03,1
pbesol,CdSe0.06Te0.94,As_Te,Charged-1,1944,-.59389837E+03,-.59389837E+03,1
pbesol,CdSe0.06Te0.94,As_Te,Charged-2,1945,-.59125874E+03,-.59124463E+03,1
pbesol,CdSe0.06Te0.94,As_Te,Neutral,1943.0000,-.59605419E+03,-.59602806E+03,1
pbesol,CdSe0.06Te0.94,As_Te+As_i,Charged+1,1947,-.60246461E+03,-.60246461E+03,1
pbesol,CdSe0.06Te0.94,As_Te+As_i,Charged+2,1946,-.60510251E+03,-.60510251E+03,1
pbesol,CdSe0.06Te0.94,As_Te+As_i,Charged-1,1949,-.59716699E+03,-.59715288E+03,1
pbesol,CdSe0.06Te0.94,As_Te+As_i,Charged-2,1950,-.59443643E+03,-.59443596E+03,1
pbesol,CdSe0.06Te0.94,As_Te+As_i,Neutral,1948.0000,-.59984293E+03,-.59984195E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_Te,Charged+1,1943,-.59767810E+03,-.59765227E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_Te,Charged+2,1942,-.59975103E+03,-.59971324E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_Te,Charged-1,1945,-.59296914E+03,-.59295504E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_Te,Charged-2,1946,-.59031516E+03,-.59031516E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_Te,Neutral,1944.0000,-.59557036E+03,-.59557036E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_i,Charged+1,1949,-.60100322E+03,-.60097814E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_i,Charged+2,1948,-.60333938E+03,-.60333938E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_i,Charged-1,1951,-.59539991E+03,-.59538580E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_i,Charged-2,1952,-.59345871E+03,-.59345871E+03,1
pbesol,CdSe0.06Te0.94,As_Te+Cl_i,Neutral,1950.0000,-.59808329E+03,-.59808329E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_Te,Charged+1,1942,-.60010763E+03,-.60007113E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_Te,Charged+2,1941,-.60214986E+03,-.60210945E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_Te,Charged-1,1944,-.59593340E+03,-.59593340E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_Te,Charged-2,1945,-.59343560E+03,-.59342149E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_Te,Neutral,1943.0000,-.59802936E+03,-.59800446E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_i,Charged+1,1948,-.60459738E+03,-.60458603E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_i,Charged+2,1947,-.60671616E+03,-.60669035E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_i,Charged-1,1950,-.59977855E+03,-.59977746E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_i,Charged-2,1951,-.59711940E+03,-.59710529E+03,1
pbesol,CdSe0.06Te0.94,As_Te+O_i,Neutral,1949.0000,-.60236372E+03,-.60236372E+03,1
pbesol,CdSe0.06Te0.94,As_i,Charged+1,1948,-.60145224E+03,-.60145224E+03,1
pbesol,CdSe0.06Te0.94,As_i,Charged+2,1947,-.60374936E+03,-.60374936E+03,1
pbesol,CdSe0.06Te0.94,As_i,Charged-1,1950,-.59598241E+03,-.59596323E+03,1
pbesol,CdSe0.06Te0.94,As_i,Charged-2,1951,-.59327507E+03,-.59325993E+03,1
pbesol,CdSe0.06Te0.94,As_i,Neutral,1949.0000,-.59865707E+03,-.59865707E+03,1
pbesol,CdSe0.06Te0.94,As_i+As_i,Charged+1,1953,-.60574248E+03,-.60574165E+03,1
pbesol,CdSe0.06Te0.94,As_i+As_i,Charged+2,1952,-.60865789E+03,-.60865789E+03,1
pbesol,CdSe0.06Te0.94,As_i+As_i,Charged-1,1955,-.60039763E+03,-.60038353E+03,1
pbesol,CdSe0.06Te0.94,As_i+As_i,Charged-2,1956,-.59760796E+03,-.59760796E+03,1
pbesol,CdSe0.06Te0.94,As_i+As_i,Neutral,1954.0000,-.60317062E+03,-.60317038E+03,1
pbesol,CdSe0.06Te0.94,As_i+Se_i,Charged+1,1954,-.60503988E+03,-.60503988E+03,1
pbesol,CdSe0.06Te0.94,As_i+Se_i,Charged+2,1953,-.60743799E+03,-.60741670E+03,1
pbesol,CdSe0.06Te0.94,As_i+Se_i,Charged-1,1956,-.59950204E+03,-.59950204E+03,1
pbesol,CdSe0.06Te0.94,As_i+Se_i,Charged-2,1957,-.59617068E+03,-.59617068E+03,1
pbesol,CdSe0.06Te0.94,As_i+Se_i,Neutral,1955.0000,-.60229573E+03,-.60228162E+03,1
pbesol,CdSe0.06Te0.94,As_i+Te_i,Charged+1,1954,-.60430666E+03,-.60430666E+03,1
pbesol,CdSe0.06Te0.94,As_i+Te_i,Charged+2,1953,-.60656108E+03,-.60656073E+03,1
pbesol,CdSe0.06Te0.94,As_i+Te_i,Charged-1,1956,-.59874052E+03,-.59874052E+03,1
pbesol,CdSe0.06Te0.94,As_i+Te_i,Charged-2,1957,-.58983738E+03,-.58983738E+03,1
pbesol,CdSe0.06Te0.94,As_i+Te_i,Neutral,1955.0000,-.60156653E+03,-.60155242E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd,Charged+1,1946,-.60053983E+03,-.60053983E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd,Charged+2,1945,-.60271426E+03,-.60268785E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd,Charged-1,1948,-.59499650E+03,-.59499650E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd,Charged-2,1949,-.59164801E+03,-.59164801E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd,Neutral,1947.0000,-.59779482E+03,-.59778072E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Se,Charged+1,1955,-.59876960E+03,-.59874558E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Se,Charged+2,1954,-.60102719E+03,-.60099133E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Se,Charged-1,1957,-.59365293E+03,-.59363883E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Se,Charged-2,1958,-.59081907E+03,-.59081907E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Se,Neutral,1956.0000,-.59643283E+03,-.59643283E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Te,Charged+1,1955,-.59940211E+03,-.59937880E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Te,Charged+2,1954,-.60163322E+03,-.60159696E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Te,Charged-1,1957,-.59434501E+03,-.59433090E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Te,Charged-2,1958,-.59154244E+03,-.59154244E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_Te,Neutral,1956.0000,-.59709358E+03,-.59709358E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_i,Charged+1,1961,-.60231812E+03,-.60231810E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_i,Charged+2,1960,-.60536198E+03,-.60536198E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_i,Charged-1,1963,-.59657451E+03,-.59657451E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_i,Charged-2,1964,-.59352897E+03,-.59352897E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Bi_i,Neutral,1962.0000,-.59907135E+03,-.59907134E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Se,Charged+1,1947,-.59871771E+03,-.59870360E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Se,Charged+2,1946,-.60145086E+03,-.60145086E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Se,Charged-1,1949,-.59263262E+03,-.59263262E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Se,Charged-2,1950,-.58985872E+03,-.58985872E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Se,Neutral,1948.0000,-.59593152E+03,-.59593152E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Te,Charged+1,1947,-.59929208E+03,-.59927798E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Te,Charged+2,1946,-.60198581E+03,-.60198581E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Te,Charged-1,1949,-.59323642E+03,-.59323642E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Te,Charged-2,1950,-.59001882E+03,-.59001882E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_Te,Neutral,1948.0000,-.59654604E+03,-.59654604E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_i,Charged+1,1953,-.60201752E+03,-.60199108E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_i,Charged+2,1952,-.60419229E+03,-.60415379E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_i,Charged-1,1955,-.59703433E+03,-.59702023E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_i,Charged-2,1956,-.59420600E+03,-.59420600E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Cl_i,Neutral,1954.0000,-.59980874E+03,-.59980874E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Se,Charged+1,1946,-.60198150E+03,-.60198150E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Se,Charged+2,1945,-.60413293E+03,-.60410658E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Se,Charged-1,1948,-.59665728E+03,-.59665728E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Se,Charged-2,1949,-.59331756E+03,-.59330391E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Se,Neutral,1947.0000,-.59934693E+03,-.59933283E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Te,Charged+1,1946,-.60255565E+03,-.60255565E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Te,Charged+2,1945,-.60468130E+03,-.60465505E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Te,Charged-1,1948,-.59735572E+03,-.59735572E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Te,Charged-2,1949,-.59399956E+03,-.59398546E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_Te,Neutral,1947.0000,-.59998416E+03,-.59997005E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_i,Charged+1,1952,-.60462277E+03,-.60458044E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_i,Charged+2,1951,-.60676713E+03,-.60671876E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_i,Charged-1,1954,-.60024088E+03,-.60024088E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_i,Charged-2,1955,-.59748582E+03,-.59747172E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+O_i,Neutral,1953.0000,-.60245315E+03,-.60242517E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Se_i,Charged+1,1952,-.60328829E+03,-.60328829E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Se_i,Charged+2,1951,-.60551393E+03,-.60549108E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Se_i,Charged-1,1954,-.59665207E+03,-.59663797E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Se_i,Charged-2,1955,-.59382014E+03,-.59381684E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Se_i,Neutral,1953.0000,-.59943219E+03,-.59943046E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Te_i,Charged+1,1952,-.60247620E+03,-.60247620E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Te_i,Charged+2,1951,-.60479835E+03,-.60478844E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Te_i,Charged-1,1954,-.59534508E+03,-.59534362E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Te_i,Charged-2,1955,-.59278315E+03,-.59278313E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+Te_i,Neutral,1953.0000,-.59820518E+03,-.59819095E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+V_Cd,Charged+1,1934,-.59725511E+03,-.59721786E+03,1
pbesol,CdSe0.06Te0.94,Bi_Cd+V_Cd,Charged+2,1933,-.59938155E+03,-.59934041E+03,1
